Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
2.02E+12,2,9,0,4,0,1,0,0,0,0,1,1,6,1,32,6,1390,1,6,1,1,1
2.02E+12,1,9,0,6,0,2,0,0,1,2,1,1,6,2,26,6,1240,1,9,2,1,2
2.02E+12,1,9,0,18,0,1,0,4,0,0,3,1,6,1,40,7,1997,2,5,7,1,7
2.02E+12,1,9,0,18,0,2,1,0,0,0,1,1,6,1,22,5,1390,1,17,2,1,2
2.02E+12,1,9,0,13,0,8,0,0,0,0,4,1,1,2,31,6,1910,2,10,3,1,3
2.02E+12,2,19,0,8,0,6,0,0,0,0,2,1,6,1,53,8,2148,2,12,3,1,3
2.02E+12,3,9,0,18,0,1,0,0,0,0,1,1,6,2,56,9,1956,2,7,4,1,4
2.02E+12,1,9,0,18,0,2,0,10,0,0,1,1,6,1,22,5,1461,2,1,2,1,2
2.02E+12,2,9,0,11,0,6,0,0,0,0,1,1,6,1,49,8,1598,2,7,3,1,3
2.02E+12,4,9,0,18,0,2,0,0,0,0,0,1,6,1,21,5,1598,1,11,3,1,3
2.02E+12,1,9,0,18,0,6,0,7,0,0,1,1,6,1,77,11,1796,1,13,7,1,7
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,20,4,1900,2,11,5,1,5
2.02E+12,1,9,0,17,0,1,0,0,0,0,2,1,6,1,56,9,1242,1,7,5,1,5
2.02E+12,1,9,5,18,0,1,2,0,7,2,1,1,6,1,22,5,1360,1,6,3,1,3
2.02E+12,1,20,0,1,0,1,0,0,0,0,2,1,1,1,44,7,3920,2,4,3,1,3
2.02E+12,2,3,0,4,0,1,0,0,0,0,2,1,1,1,46,8,108,1,5,6,1,6
2.02E+12,2,9,0,9,0,2,0,0,0,0,1,1,6,1,50,8,1997,1,8,2,1,2
2.02E+12,1,9,0,4,0,1,0,0,0,0,1,1,2,2,46,8,998,1,10,2,1,2
2.02E+12,2,9,0,4,0,1,0,0,0,0,1,1,2,2,27,6,1995,2,12,2,1,2
2.02E+12,1,11,0,5,0,4,0,0,0,0,1,1,1,1,55,8,4500,2,5,6,1,6
2.02E+12,1,3,0,18,0,2,0,0,0,0,1,1,6,1,27,6,125,1,1,3,1,3
2.02E+12,1,8,0,18,0,2,0,0,0,0,2,1,1,1,62,9,1997,2,1,2,1,2
2.02E+12,2,9,0,18,0,2,0,0,0,0,1,1,2,1,23,5,1390,1,13,7,1,7
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,2,55,8,2993,2,5,7,3,7
2.02E+12,1,11,0,18,0,1,0,0,0,0,0,1,1,1,41,7,6692,2,8,10,2,10
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,70,10,1560,2,9,7,1,7
2.02E+12,1,3,0,18,0,1,1,0,0,0,1,1,2,1,36,7,108,1,8,5,1,5
2.02E+12,2,9,0,9,0,6,0,0,0,0,3,1,6,1,83,11,1896,2,15,4,1,4
2.02E+12,1,9,0,18,0,5,0,0,0,0,3,1,6,1,41,7,1998,2,5,5,1,5
2.02E+12,2,9,0,18,0,6,0,0,0,0,3,1,6,1,28,6,1910,2,11,4,1,4
2.02E+12,1,8,0,9,0,5,0,0,0,0,1,1,1,1,45,7,1798,8,2,4,1,4
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,41,7,1398,1,2,2,1,2
2.02E+12,1,4,0,18,5,2,2,0,3,0,0,1,6,1,61,9,471,1,3,6,1,6
2.02E+12,1,9,0,18,0,8,0,0,0,0,3,1,6,2,64,9,1388,1,14,2,1,2
2.02E+12,1,8,0,18,0,8,0,0,0,0,1,1,1,1,56,9,1598,2,5,4,1,4
2.02E+12,2,9,0,9,0,1,0,0,0,0,2,1,6,2,42,7,1388,1,9,1,1,1
2.02E+12,1,9,0,9,0,1,0,0,0,0,3,1,6,1,28,6,1995,1,7,3,1,3
2.02E+12,1,9,0,18,0,1,1,0,0,0,1,1,6,2,35,6,1198,1,11,5,1,5
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,2,6,2,47,8,1800,1,12,3,1,3
2.02E+12,1,8,0,5,0,1,0,0,0,0,1,1,1,1,41,7,1797,8,6,6,1,6
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,1,32,6,1797,8,8,5,1,5
2.02E+12,2,3,0,18,0,1,0,0,0,0,1,1,6,1,28,6,125,1,6,7,1,7
2.02E+12,1,3,0,18,0,1,0,0,7,0,1,1,6,1,22,5,124,1,2,2,1,2
2.02E+12,2,9,0,9,0,5,0,0,0,0,3,1,6,2,53,8,1968,2,5,9,1,9
2.02E+12,1,21,0,18,0,1,0,0,0,0,1,1,1,1,59,9,8970,2,12,3,1,3
2.02E+12,2,9,0,18,0,1,1,0,0,0,3,1,6,1,44,7,1240,1,14,4,1,4
2.02E+12,3,9,0,5,0,6,0,0,0,0,1,1,6,1,35,6,1968,2,9,6,1,6
2.02E+12,1,8,0,4,0,1,0,4,0,0,2,1,1,1,49,8,1997,2,6,3,1,3
2.02E+12,1,9,0,9,0,1,0,11,0,0,1,1,6,1,41,7,1497,8,4,2,1,2
2.02E+12,1,4,0,18,0,8,1,0,0,0,0,1,2,1,58,9,249,1,3,9,1,9
2.02E+12,2,9,0,4,0,1,0,0,0,0,0,1,6,2,33,6,1397,1,15,7,1,7
2.02E+12,1,9,0,17,0,1,5,7,0,0,3,1,6,1,22,5,1900,2,12,3,1,3
2.02E+12,1,9,0,3,0,2,0,0,0,0,3,1,6,1,18,4,1248,2,11,6,1,6
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,43,7,1968,2,8,7,1,7
2.02E+12,2,8,0,3,0,2,0,0,0,0,2,1,1,1,38,7,1798,8,1,2,1,2
2.02E+12,1,9,0,9,0,1,0,0,0,0,0,2,2,1,51,8,2231,2,4,2,1,2
2.02E+12,1,9,0,7,0,6,0,0,0,0,2,1,6,1,50,8,2231,2,11,9,1,9
2.02E+12,1,9,0,12,0,1,0,4,0,0,1,1,6,2,54,8,1399,1,1,5,1,5
2.02E+12,2,9,0,10,0,1,0,0,6,0,2,1,6,1,52,8,1896,2,15,7,1,7
2.02E+12,3,19,0,18,0,1,0,0,0,0,3,1,2,1,37,7,2198,2,1,8,1,8
2.02E+12,1,11,0,18,0,2,0,0,0,0,1,1,6,1,58,9,5132,2,2,1,1,1
2.02E+12,2,9,0,18,0,2,0,0,0,0,2,1,6,2,17,4,1995,1,12,3,1,3
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,2,6,2,65,9,1398,2,10,6,1,6
2.02E+12,1,9,0,18,0,5,0,10,2,10,1,1,6,1,26,6,1984,1,2,4,1,4
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,32,6,1984,1,10,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,2,1,43,7,1995,2,11,8,1,8
2.02E+12,1,9,0,5,0,2,0,0,0,0,1,1,6,1,86,11,1299,1,18,4,1,4
2.02E+12,1,9,0,17,0,2,0,0,0,0,1,1,2,1,31,6,1368,1,5,8,1,8
2.02E+12,1,9,0,18,0,8,0,0,0,0,4,1,6,1,44,7,1796,1,11,3,1,3
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,25,5,1686,2,12,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,33,6,1380,1,12,6,1,6
2.02E+12,1,9,0,4,2,1,0,0,0,0,2,1,3,1,37,7,1997,2,5,2,1,2
2.02E+12,2,9,0,4,2,1,0,0,0,0,2,1,2,2,48,8,1242,1,5,3,1,3
2.02E+12,3,11,0,5,2,1,0,0,0,0,1,1,6,1,66,10,6700,2,6,6,1,6
2.02E+12,4,9,0,5,3,1,0,0,1,0,2,1,3,2,38,7,1461,2,4,2,1,2
2.02E+12,1,3,0,3,0,1,5,0,0,0,0,1,6,1,20,4,108,1,5,9,1,9
2.02E+12,2,9,0,18,0,6,0,0,0,0,0,1,1,1,37,7,1582,2,4,7,1,7
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,57,9,1590,1,14,2,1,2
2.02E+12,2,9,0,18,0,2,0,0,0,0,1,1,6,2,70,10,1360,1,17,6,1,6
2.02E+12,1,4,0,13,0,2,0,0,0,0,4,1,6,1,35,6,125,1,1,4,1,4
2.02E+12,2,9,0,6,0,2,0,0,0,0,1,1,1,1,32,6,1968,2,6,4,1,4
2.02E+12,2,9,0,9,0,4,0,0,3,0,3,1,6,1,35,6,1796,1,14,2,1,2
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,1,24,5,1242,1,8,6,1,6
2.02E+12,1,11,0,4,0,1,0,0,0,0,1,1,6,1,49,8,9360,2,7,2,1,2
2.02E+12,2,11,0,4,0,1,0,0,0,0,2,1,6,1,47,8,9360,2,5,4,1,4
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,6,2,47,8,1598,1,3,5,1,5
2.02E+12,2,3,0,18,0,8,0,0,0,0,4,1,6,1,19,4,124,1,1,7,1,7
2.02E+12,1,19,0,18,0,8,0,0,0,0,4,1,6,1,33,6,1598,2,1,9,1,9
2.02E+12,2,9,0,18,0,7,0,0,0,0,3,1,6,1,73,10,1896,2,10,3,1,3
2.02E+12,1,9,0,9,0,5,0,11,0,0,3,1,6,1,48,8,1796,1,10,3,1,3
2.02E+12,1,9,0,5,0,1,0,0,0,0,1,1,6,2,25,5,1388,1,13,2,1,2
2.02E+12,1,9,0,1,0,1,0,0,0,0,2,1,6,2,51,8,1598,1,10,7,1,7
2.02E+12,1,9,0,9,0,8,0,0,0,0,3,1,6,2,26,6,1199,1,14,6,1,6
2.02E+12,1,9,0,3,0,1,0,0,0,0,4,1,6,1,42,7,2993,2,13,2,1,2
2.02E+12,2,11,0,3,0,1,0,0,0,0,0,1,1,2,58,9,9360,2,8,4,1,4
2.02E+12,1,9,0,6,0,2,0,0,0,0,2,1,6,1,25,5,1997,2,8,2,1,2
2.02E+12,2,9,0,17,0,1,0,0,0,0,1,1,6,1,21,5,1995,2,11,3,1,3
2.02E+12,1,3,0,18,0,1,0,0,0,0,1,1,6,1,22,5,125,1,5,2,1,2
2.02E+12,2,4,0,9,0,5,0,0,0,0,1,1,6,1,40,7,279,1,7,8,1,8
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,27,6,1364,1,7,1,1,1
2.02E+12,2,9,0,9,0,2,0,0,0,0,3,1,6,1,45,7,1998,1,12,4,1,4
2.02E+12,1,9,0,18,9,1,1,10,5,10,1,1,6,1,20,4,1499,2,2,3,1,3
2.02E+12,2,9,0,18,0,1,0,0,0,0,0,1,1,1,44,7,1995,2,2,3,1,3
2.02E+12,1,9,0,10,0,1,0,0,0,0,1,1,6,1,29,6,2143,2,1,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,46,8,1995,2,11,4,1,4
2.02E+12,2,3,0,18,0,2,0,0,0,0,1,1,6,1,32,6,124,1,3,8,1,8
2.02E+12,1,8,0,18,0,8,0,0,0,0,3,1,6,2,36,7,1997,2,8,3,1,3
2.02E+12,1,9,0,18,0,1,0,0,0,0,4,1,6,1,28,6,1398,1,4,9,1,9
2.02E+12,3,9,0,18,0,1,0,0,0,0,1,1,6,1,38,7,998,1,18,3,1,3
2.02E+12,1,9,0,9,0,2,0,0,0,0,1,1,6,1,43,7,2979,1,14,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,2,6,1,40,7,1796,1,10,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,23,5,1984,1,6,6,1,6
2.02E+12,2,9,0,9,0,8,0,0,0,0,3,1,6,1,42,7,1595,1,6,6,1,6
2.02E+12,1,8,0,18,0,8,0,0,0,0,1,1,1,1,43,7,1797,8,6,4,1,4
2.02E+12,1,9,0,18,0,1,1,10,1,1,1,1,6,1,17,4,998,1,1,5,1,5
2.02E+12,1,9,0,7,0,2,1,0,0,0,1,1,1,1,56,9,1798,8,3,2,1,2
2.02E+12,1,9,0,5,0,1,0,0,0,0,1,1,6,1,27,6,2143,2,1,2,1,2
2.02E+12,2,9,0,5,0,1,0,0,0,0,2,1,6,2,40,7,1498,1,7,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,25,5,1242,1,3,7,1,7
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,2,39,7,1797,1,2,5,1,5
2.02E+12,3,9,0,3,0,2,0,0,0,0,2,1,6,1,42,7,4966,1,12,8,1,8
2.02E+12,1,9,0,18,0,6,0,7,0,0,1,1,6,2,83,11,1339,1,11,8,1,8
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,1,59,9,1124,1,11,2,1,2
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,2,6,1,32,6,1796,1,10,4,1,4
2.02E+12,1,19,0,18,0,1,0,0,0,0,1,1,2,1,49,8,2295,7,14,4,1,4
2.02E+12,2,5,0,18,0,1,0,0,0,0,3,1,6,1,30,6,670,1,4,7,1,7
2.02E+12,1,11,0,5,2,6,0,0,0,0,0,1,1,1,57,9,6692,2,6,6,1,6
2.02E+12,1,9,0,3,0,6,0,0,0,0,0,1,1,1,35,6,1339,8,5,2,1,2
2.02E+12,1,9,0,16,0,4,0,0,0,0,1,1,6,2,27,6,1360,1,12,6,2,6
2.02E+12,1,9,0,4,0,1,0,0,0,0,2,1,6,1,28,6,1596,1,9,2,1,2
2.02E+12,2,3,0,4,0,1,0,11,0,0,1,1,6,1,23,5,124,1,1,3,1,3
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,2,28,6,1422,2,15,3,1,3
2.02E+12,2,9,0,9,0,3,0,0,0,0,4,1,6,2,31,6,1388,1,10,2,1,2
2.02E+12,1,9,0,18,0,8,1,0,1,4,1,1,6,1,24,5,1390,1,16,3,1,3
2.02E+12,1,9,0,9,0,8,0,0,0,0,4,1,6,1,18,4,998,1,11,10,1,10
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,69,10,1560,2,1,9,1,9
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,31,6,1686,2,11,1,1,1
2.02E+12,2,8,0,18,0,2,0,0,0,0,1,1,2,1,59,9,2499,2,4,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,25,5,1390,2,12,1,1,1
2.02E+12,1,4,0,18,0,8,0,11,0,0,1,1,6,1,17,4,125,1,9,2,1,2
2.02E+12,1,8,0,18,0,1,0,0,0,0,1,1,1,1,47,8,2231,2,10,2,1,2
2.02E+12,1,9,0,13,0,1,0,0,0,0,1,1,6,1,32,6,1598,1,12,3,1,3
2.02E+12,2,9,0,5,0,6,0,0,0,0,3,1,6,1,42,7,1984,1,13,2,1,2
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,53,8,1686,2,3,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,3,1,6,2,80,11,998,1,1,7,1,7
2.02E+12,1,2,0,14,0,1,0,0,0,0,1,1,6,1,38,7,49,1,3,6,1,6
2.02E+12,2,9,0,3,0,1,0,0,0,0,3,1,6,1,57,9,1596,1,4,3,1,3
2.02E+12,1,9,0,16,0,4,1,10,7,10,1,1,1,1,26,6,1598,2,2,3,1,3
2.02E+12,1,8,0,18,0,8,0,0,0,0,1,1,2,1,54,8,1997,2,3,1,1,1
2.02E+12,2,3,0,18,0,6,0,0,0,0,1,1,1,1,27,6,108,1,9,2,1,2
2.02E+12,1,9,0,9,0,2,0,0,0,0,1,1,2,1,26,6,1364,1,10,2,1,2
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,2,25,5,1368,1,8,2,1,2
2.02E+12,2,9,0,7,0,1,0,0,0,0,2,1,6,2,40,7,1598,1,18,2,1,2
2.02E+12,1,9,0,12,0,1,1,10,0,0,3,1,6,2,21,5,1229,1,9,1,1,1
2.02E+12,1,9,0,3,0,8,0,0,3,0,2,1,6,2,19,4,1242,1,15,6,1,6
2.02E+12,2,9,0,3,0,8,0,0,1,0,2,1,6,1,31,6,1995,2,6,3,1,3
2.02E+12,3,9,0,4,0,8,0,0,1,0,1,1,6,2,31,6,1229,1,8,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,26,6,2993,2,4,1,1,1
2.02E+12,2,9,0,9,0,5,0,0,0,0,1,1,6,1,22,5,1896,2,11,1,1,1
2.02E+12,1,11,0,4,0,1,0,0,0,0,1,1,6,1,53,8,6700,2,5,2,1,2
2.02E+12,1,8,0,9,0,1,0,0,0,0,1,1,1,1,56,9,1968,2,6,2,1,2
2.02E+12,1,8,0,9,0,6,0,0,0,0,1,1,1,1,43,7,1339,8,6,5,1,5
2.02E+12,1,9,0,3,0,1,1,0,0,0,2,1,6,2,54,8,1329,1,6,2,1,2
2.02E+12,2,9,0,18,0,1,1,0,0,0,1,1,6,1,41,7,1896,2,13,2,1,2
2.02E+12,1,9,0,15,0,1,0,0,0,0,4,1,2,1,37,7,1368,1,5,6,1,6
2.02E+12,1,11,0,18,0,1,0,0,0,0,0,1,1,1,45,7,4500,2,2,5,1,5
2.02E+12,1,9,0,4,0,1,0,0,0,0,2,1,6,2,51,8,1984,1,6,9,1,9
2.02E+12,2,9,0,4,0,1,0,0,0,0,2,1,6,2,44,7,1597,1,11,8,1,8
2.02E+12,3,19,0,4,0,1,1,0,0,0,1,1,1,1,37,7,2198,2,10,5,1,5
2.02E+12,1,11,0,5,0,8,0,0,0,0,0,1,6,1,33,6,4500,2,2,8,1,8
2.02E+12,1,3,0,18,0,1,5,0,0,0,3,1,1,1,31,6,125,1,6,7,1,7
2.02E+12,2,21,1,5,0,1,0,0,0,0,4,1,1,1,50,8,10837,2,1,6,1,6
2.02E+12,1,19,0,18,0,1,0,0,0,0,1,1,1,1,51,8,2198,2,7,8,1,8
2.02E+12,2,19,0,3,0,1,0,0,0,0,2,1,1,1,35,6,1598,2,4,1,1,1
2.02E+12,1,3,0,18,0,1,0,0,0,0,1,1,6,1,23,5,124,1,8,3,1,3
2.02E+12,2,9,0,18,0,1,0,0,0,0,2,1,6,1,40,7,1998,2,5,5,1,5
2.02E+12,1,5,0,18,0,1,1,0,0,0,0,1,2,1,50,8,1165,1,14,3,1,3
2.02E+12,1,8,0,3,0,1,0,0,0,0,2,1,1,1,45,7,1896,2,9,2,1,2
2.02E+12,2,8,0,18,0,1,0,0,0,0,1,1,1,1,27,6,1798,8,2,2,1,2
2.02E+12,1,9,0,6,0,2,0,0,0,0,3,1,6,1,54,8,1995,2,3,8,1,8
2.02E+12,1,9,0,4,0,8,0,0,0,0,2,1,6,1,52,8,1997,2,11,4,1,4
2.02E+12,2,4,0,18,0,8,0,0,0,0,1,1,6,1,33,6,124,1,1,4,1,4
2.02E+12,1,9,0,18,0,2,0,0,0,0,2,1,2,2,56,9,1998,1,17,9,1,9
2.02E+12,2,9,0,18,0,2,0,0,0,0,1,1,2,2,23,5,1197,1,2,4,1,4
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,28,6,999,1,1,5,1,5
2.02E+12,1,8,0,7,2,5,0,0,0,0,4,1,1,1,53,8,1798,8,3,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,1,0,4,1,1,1,51,8,2378,1,13,10,1,10
2.02E+12,1,9,5,18,2,1,0,10,1,2,1,1,6,1,67,10,1390,1,10,5,1,5
2.02E+12,1,9,0,4,0,2,0,0,0,0,3,1,2,1,40,7,998,1,11,4,1,4
2.02E+12,2,9,0,18,0,2,0,4,0,0,4,1,6,1,54,8,1598,1,14,3,1,3
2.02E+12,3,9,0,5,0,2,0,0,0,0,1,1,6,2,38,7,1796,1,12,3,1,3
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,78,11,1120,1,20,5,1,5
2.02E+12,1,8,0,9,0,8,0,0,0,0,1,1,1,1,57,9,2402,2,14,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,0,1,1,1,38,7,2354,1,4,8,1,8
2.02E+12,1,9,0,9,0,5,0,0,1,0,1,1,6,1,31,6,998,1,5,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,36,7,1995,2,4,3,1,3
2.02E+12,2,19,0,14,0,1,0,0,7,0,1,1,1,1,56,9,1461,2,3,5,1,5
2.02E+12,1,9,0,18,0,5,0,0,0,0,1,1,6,1,21,5,1242,1,13,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,0,1,3,2,58,9,1769,1,12,5,1,5
2.02E+12,1,8,0,10,0,8,0,0,0,0,1,1,1,1,47,8,1798,8,2,2,1,2
2.02E+12,2,4,0,18,0,8,0,0,0,0,1,1,6,1,55,8,330,1,5,9,1,9
2.02E+12,1,11,0,4,2,1,0,0,0,0,0,1,1,1,63,9,4500,2,3,3,1,3
2.02E+12,1,8,0,5,0,4,0,0,0,0,1,1,1,1,36,7,1797,8,6,2,1,2
2.02E+12,1,8,0,18,0,1,0,0,0,0,1,1,6,1,51,8,2499,2,7,7,1,7
2.02E+12,1,9,0,5,0,3,0,0,0,0,1,1,2,1,59,9,1596,1,5,5,1,5
2.02E+12,1,4,0,18,0,8,0,0,0,0,1,1,6,1,30,6,471,1,3,7,1,7
2.02E+12,1,9,0,18,0,5,0,0,0,0,1,1,6,1,61,9,1995,2,5,4,1,4
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,2,47,8,1364,1,9,8,1,8
2.02E+12,2,3,0,18,0,1,0,0,0,0,1,1,1,1,30,6,125,1,2,10,1,10
2.02E+12,1,3,0,18,0,2,2,0,0,0,0,1,6,1,29,6,124,1,3,9,1,9
2.02E+12,1,9,0,9,0,8,0,0,0,0,3,1,2,1,49,8,4282,1,11,10,1,10
2.02E+12,1,9,0,6,0,8,0,0,0,0,1,1,6,1,48,8,1595,1,16,6,1,6
2.02E+12,2,9,0,10,0,8,0,0,0,0,2,1,2,1,56,9,1598,2,3,7,1,7
2.02E+12,1,9,0,7,0,1,0,0,0,0,4,1,6,1,21,5,1242,1,1,5,1,5
2.02E+12,1,9,0,9,0,8,0,0,0,0,0,1,1,1,37,7,1997,2,5,6,1,6
2.02E+12,1,9,0,9,0,1,0,0,7,0,1,1,6,1,49,8,1753,2,11,4,1,4
2.02E+12,2,5,0,18,0,1,0,0,1,0,4,1,6,1,34,6,745,1,2,7,1,7
2.02E+12,1,8,0,4,0,1,0,0,0,0,1,1,6,1,41,7,1797,8,8,2,1,2
2.02E+12,2,9,0,5,0,1,0,0,0,0,4,1,6,1,24,5,998,1,10,6,1,6
2.02E+12,1,5,0,18,0,1,0,0,0,0,1,1,2,1,37,7,599,1,6,3,1,3
2.02E+12,1,9,0,9,0,2,0,0,0,0,3,1,2,2,54,8,1968,2,3,3,1,3
2.02E+12,1,9,0,5,0,6,0,0,0,0,1,1,6,1,57,9,1973,1,18,6,1,6
2.02E+12,2,9,0,18,0,8,0,0,7,0,4,1,6,1,25,5,1598,1,3,3,1,3
2.02E+12,1,3,0,18,0,8,0,11,0,0,1,1,2,1,39,7,125,1,1,10,1,10
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,1,25,5,1956,2,7,2,1,2
2.02E+12,1,3,0,18,0,1,0,0,0,0,0,1,6,1,30,6,125,1,2,3,1,3
2.02E+12,1,3,0,18,2,8,0,10,0,0,4,1,6,1,17,4,125,1,4,1,1,1
2.02E+12,2,9,0,7,0,8,0,0,0,0,1,1,6,1,32,6,1968,2,2,1,1,1
2.02E+12,1,9,0,4,0,1,0,0,0,0,2,1,6,1,48,8,2993,2,1,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,43,7,1598,2,4,5,1,5
2.02E+12,1,9,0,18,0,1,0,10,1,2,3,1,6,2,23,5,1582,2,1,4,1,4
2.02E+12,1,9,0,17,0,8,0,0,0,0,1,1,6,1,41,7,1360,1,8,7,1,7
2.02E+12,1,9,0,1,0,8,0,0,0,0,2,1,3,2,29,6,1242,1,2,2,1,2
2.02E+12,1,9,0,9,0,8,0,0,0,0,3,1,1,1,27,6,1200,1,1,3,1,3
2.02E+12,2,3,0,18,0,8,0,0,0,0,1,1,1,1,21,5,125,1,11,2,1,2
2.02E+12,1,9,0,18,0,2,0,0,0,0,4,1,6,2,51,8,1461,2,2,10,1,10
2.02E+12,1,9,0,4,0,1,1,0,0,0,1,1,6,1,50,8,2198,2,11,4,1,4
2.02E+12,2,9,0,4,0,1,0,0,0,0,2,1,6,2,43,7,1910,2,11,3,1,3
2.02E+12,2,9,0,5,0,8,0,0,0,0,1,1,6,1,51,8,1198,1,3,7,1,7
2.02E+12,1,5,0,18,6,1,2,0,0,0,1,1,2,1,29,6,656,1,8,4,1,4
2.02E+12,2,9,0,9,0,5,0,0,0,0,2,1,2,1,24,5,1995,2,11,2,1,2
2.02E+12,1,19,0,5,0,4,0,0,0,0,3,1,1,1,38,7,2402,2,9,5,1,5
2.02E+12,2,9,0,5,0,4,0,0,0,0,1,1,1,2,17,4,1390,1,3,6,1,6
2.02E+12,1,19,0,9,9,8,0,0,0,0,1,1,1,1,74,10,2464,2,10,4,1,4
2.02E+12,2,5,0,18,0,8,0,0,0,0,1,1,6,1,52,8,599,1,16,4,1,4
2.02E+12,1,9,0,3,0,2,0,0,0,0,1,1,6,1,39,7,1798,8,2,3,1,3
2.02E+12,2,8,0,7,0,8,0,0,0,0,4,1,1,1,56,9,1560,2,4,2,1,2
2.02E+12,1,9,0,18,0,6,0,0,0,0,1,1,6,2,49,8,1968,2,3,1,1,1
2.02E+12,2,19,0,18,0,1,0,0,0,0,1,1,1,1,33,6,2148,2,12,2,1,2
2.02E+12,1,4,0,18,0,8,0,0,0,0,1,1,6,1,61,9,781,1,18,8,1,8
2.02E+12,2,9,0,9,0,8,0,0,0,0,1,1,6,1,77,11,1364,1,2,4,1,4
2.02E+12,1,11,0,12,0,1,0,0,0,0,0,1,1,1,44,7,5132,2,1,5,2,5
2.02E+12,1,8,0,18,0,6,0,0,0,0,1,1,1,1,36,7,1798,8,5,4,1,4
2.02E+12,2,9,0,3,0,1,0,0,0,0,1,1,6,1,59,9,2499,1,4,5,1,5
2.02E+12,1,11,0,18,0,2,0,0,0,0,1,1,1,2,57,9,6700,2,9,7,1,7
2.02E+12,1,5,0,13,0,2,0,7,0,0,4,1,2,1,34,6,1352,1,2,5,1,5
2.02E+12,2,20,0,12,0,2,0,0,0,0,3,1,1,1,57,9,3920,2,12,1,1,1
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,1,36,7,1896,2,10,4,1,4
2.02E+12,2,5,0,18,0,1,0,0,0,0,1,1,2,1,37,7,599,1,5,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,3,1,1,2,40,7,2143,2,2,8,1,8
2.02E+12,1,9,0,4,0,8,0,0,0,0,3,1,6,2,45,7,2268,2,2,1,1,1
2.02E+12,1,3,0,18,0,2,0,0,0,0,1,1,6,1,20,4,125,1,10,3,1,3
2.02E+12,2,9,0,6,0,2,0,0,0,0,3,1,6,1,33,6,2495,2,19,9,1,9
2.02E+12,1,4,0,13,0,1,0,0,0,0,1,1,6,2,37,7,798,1,2,7,1,7
