Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident
2.02E+12,534340,193560,-0.060658,51.624832,1,3,2,1,1,32,3,1010,1,30,1,4,4,154,0,4,4,2,2,0,0,1,1
2.02E+12,533680,187820,-0.072372,51.573408,1,2,1,1,1,4,3,107,3,20,6,2,3,10,0,5,4,1,2,0,0,1,1
2.02E+12,520940,192820,-0.254393,51.621219,1,2,1,1,1,30,3,1,3,50,1,2,3,5109,0,4,4,2,2,0,0,1,1
2.02E+12,533910,190610,-0.067992,51.598425,1,3,2,4,1,31,3,1010,6,30,6,2,4,137,0,5,4,2,2,0,0,1,1
2.02E+12,541590,191070,0.043004,51.600682,1,3,2,1,1,14,3,1009,6,30,6,2,3,113,0,4,4,2,2,0,0,1,1
2.02E+12,538080,176330,-0.013419,51.469098,1,3,2,1,1,6,3,2211,6,20,6,4,3,2211,0,0,4,2,2,0,0,1,1
2.02E+12,519120,179410,-0.28521,51.501085,1,3,2,1,1,27,3,406,3,40,6,2,3,4000,0,5,4,2,2,0,0,1,1
2.02E+12,512620,183870,-0.377391,51.542502,1,3,2,1,2,27,3,40,7,30,5,4,3,40,0,0,4,1,2,0,0,1,1
2.02E+12,530350,179670,-0.123411,51.500946,1,3,3,3,1,1,3,302,6,30,6,2,3,3211,0,0,4,1,2,0,0,1,1
2.02E+12,531700,184730,-0.102082,51.546106,1,3,2,5,1,3,3,1200,6,30,1,2,3,1200,0,4,4,2,2,0,0,1,1
2.02E+12,531800,166580,-0.107402,51.382973,1,3,1,1,2,20,3,235,6,30,6,4,3,213,0,0,1,1,1,0,0,1,1
2.02E+12,540570,190120,0.027906,51.5924,1,3,2,1,2,14,4,168,2,30,3,4,4,168,0,1,1,2,2,0,0,1,1
2.02E+12,522300,179370,-0.239432,51.500047,1,3,1,1,1,11,4,408,6,20,1,4,3,402,2,1,4,2,2,0,0,1,1
2.02E+12,530480,178010,-0.122152,51.485998,1,2,1,1,1,9,3,203,2,30,7,2,3,3204,0,4,4,2,2,0,0,1,1
2.02E+12,534960,184820,-0.055062,51.546144,1,3,1,1,2,4,3,107,3,30,3,2,4,113,2,4,1,1,1,0,0,1,1
2.02E+12,527900,181970,-0.157855,51.522175,1,2,1,1,2,1,3,501,3,30,3,2,3,501,0,5,4,1,1,4,0,1,1
2.02E+12,524160,175490,-0.214012,51.464771,1,3,1,1,2,10,3,3209,6,30,7,2,3,219,0,4,1,1,1,0,0,1,1
2.02E+12,528270,164600,-0.158814,51.365986,1,2,1,1,2,21,3,232,6,30,3,4,3,232,0,0,4,1,4,0,0,1,1
2.02E+12,528760,189670,-0.142648,51.591178,1,3,2,1,3,31,3,504,1,20,1,4,4,550,0,1,4,1,1,0,0,1,1
2.02E+12,537500,182880,-0.019211,51.528099,1,3,1,1,3,5,3,11,3,30,7,2,4,142,0,1,4,8,4,0,2,1,1
2.02E+12,556860,192330,0.26387,51.607961,1,3,2,1,2,15,3,12,1,60,1,2,1,25,0,0,1,1,1,0,0,2,1
2.02E+12,528580,182130,-0.148,51.523459,1,3,3,1,3,1,3,501,3,30,6,2,3,501,0,0,1,1,1,0,0,1,1
2.02E+12,510470,176810,-0.410592,51.47947,1,3,2,3,3,25,3,4,3,30,3,2,3,4,0,0,1,1,1,0,0,1,1
2.02E+12,530540,176510,-0.121842,51.472504,1,2,2,1,3,9,3,3,6,30,3,2,3,203,0,5,1,1,4,0,0,1,1
2.02E+12,518330,166670,-0.300841,51.386747,1,3,2,1,3,23,3,243,1,30,1,4,3,243,0,4,1,1,2,0,0,1,1
2.02E+12,530990,175260,-0.115829,51.461167,1,2,1,1,3,9,3,23,3,30,6,2,3,2217,0,5,1,1,1,0,0,1,1
2.02E+12,528680,178690,-0.147814,51.492521,1,2,1,1,2,1,3,3214,6,30,6,2,3,3214,0,5,4,1,1,0,0,1,1
2.02E+12,532580,165360,-0.096655,51.371828,1,3,2,1,3,20,3,212,3,30,1,2,3,232,0,5,4,8,2,0,0,1,1
2.02E+12,530010,175690,-0.12977,51.465257,1,3,1,1,3,9,3,3,3,30,7,2,4,221,0,4,4,1,1,0,6,1,1
2.02E+12,530100,171800,-0.129903,51.430277,1,3,2,1,4,9,3,23,3,30,7,2,3,23,0,5,4,1,1,0,0,1,1
2.02E+12,527910,181950,-0.157718,51.521993,1,3,2,1,4,1,3,501,3,30,6,2,3,41,0,5,1,1,1,0,0,1,1
2.02E+12,530800,189360,-0.113332,51.587923,1,3,1,1,4,31,3,504,3,20,3,4,3,103,0,5,1,1,1,0,0,1,1
2.02E+12,535960,180890,-0.042165,51.510589,1,3,1,1,4,5,3,1203,3,30,3,2,3,1203,0,4,4,1,2,0,0,1,1
2.02E+12,548450,189040,0.141123,51.580677,1,3,2,2,3,16,3,1112,3,50,6,2,3,12,0,0,4,1,2,0,0,1,1
2.02E+12,509810,187770,-0.416678,51.578109,1,3,2,1,4,26,4,466,6,30,1,4,4,466,0,0,1,1,1,0,0,1,1
2.02E+12,533890,181340,-0.071806,51.515127,1,2,2,1,4,5,3,11,6,30,6,2,3,1202,0,5,1,2,2,0,0,1,1
2.02E+12,542980,165030,0.052527,51.366343,1,2,1,1,3,19,3,21,3,30,9,2,3,232,0,0,4,1,1,0,0,1,1
2.02E+12,548550,183460,0.140211,51.530514,1,3,1,1,4,16,3,1306,7,30,1,2,3,13,0,5,1,1,2,0,0,1,1
2.02E+12,534930,181900,-0.056612,51.519912,1,3,1,1,4,5,3,107,3,30,7,2,3,11,0,5,1,1,1,0,0,1,1
2.02E+12,530110,193000,-0.121937,51.620793,1,3,2,2,4,32,3,1004,6,40,7,2,4,1452,0,0,1,1,1,0,0,1,1
2.02E+12,531830,184420,-0.100324,51.54329,1,3,1,1,4,3,3,1200,6,20,7,2,3,1200,0,5,4,1,1,0,0,1,1
2.02E+12,535940,199380,-0.035297,51.676747,1,2,1,1,3,32,3,1010,3,30,6,4,3,1010,2,1,1,1,1,0,0,1,1
2.02E+12,513660,188700,-0.36084,51.585705,1,3,2,1,4,29,3,404,3,30,6,2,3,404,0,0,4,1,1,0,0,1,1
2.02E+12,528000,172330,-0.159904,51.435518,1,3,1,1,4,10,3,24,6,30,3,4,3,214,0,5,4,1,1,0,6,1,1
2.02E+12,531260,167750,-0.114725,51.393613,1,3,1,1,4,20,3,23,1,30,1,2,3,23,0,0,4,1,2,0,0,1,1
2.02E+12,528600,164760,-0.154018,51.36735,1,3,2,3,1,21,3,232,6,30,6,2,3,237,0,4,4,1,1,0,0,1,1
2.02E+12,519300,166220,-0.287059,51.382499,1,3,2,2,5,23,3,240,6,30,6,4,3,240,0,8,1,1,1,0,2,1,1
2.02E+12,534020,168470,-0.074807,51.399439,1,3,2,1,5,20,3,215,6,30,7,2,3,213,0,0,1,1,2,0,0,1,1
2.02E+12,531230,161580,-0.117431,51.338171,1,3,2,2,5,20,3,23,2,30,9,2,3,23,0,1,1,1,1,0,0,1,1
2.02E+12,551270,177990,0.177049,51.480644,1,3,3,1,5,18,3,2016,3,50,1,4,3,206,0,0,4,1,2,0,0,1,1
2.02E+12,533670,189010,-0.072064,51.584104,1,3,2,1,5,31,3,10,3,20,6,2,3,504,0,4,4,1,2,0,0,1,1
2.02E+12,542950,182160,0.059008,51.520276,1,3,2,1,5,17,3,13,6,30,5,2,3,117,0,5,4,8,2,2,0,1,1
2.02E+12,528450,188180,-0.147665,51.577859,1,3,1,1,5,31,3,1,6,20,6,2,4,550,0,0,4,1,1,0,0,1,1
2.02E+12,536370,197240,-0.029917,51.657412,1,3,2,3,5,32,3,1055,3,40,3,2,3,1055,2,5,4,8,4,0,0,1,1
2.02E+12,533080,188470,-0.080779,51.579391,1,3,3,3,6,31,3,503,6,30,6,2,4,152,0,4,4,1,4,0,0,1,1
2.02E+12,534310,189480,-0.062652,51.588176,1,3,2,1,5,31,3,503,3,30,3,2,3,503,0,0,1,1,1,0,0,1,1
2.02E+12,520970,170080,-0.261758,51.416839,1,1,2,1,5,23,4,283,6,30,3,1,3,238,0,0,1,1,4,0,0,1,1
2.02E+12,531840,183770,-0.100423,51.537446,1,3,1,1,6,3,3,104,6,20,3,4,4,144,0,0,4,2,2,0,0,1,1
2.02E+12,526470,177240,-0.18015,51.479988,1,2,1,1,6,12,3,3220,3,30,6,4,3,3220,0,1,4,2,2,0,0,1,1
2.02E+12,522650,178580,-0.234667,51.492871,1,3,1,1,6,11,3,315,2,20,3,4,3,315,0,1,4,2,2,0,0,1,1
2.02E+12,543910,182780,0.073088,51.525604,1,3,1,2,6,17,3,406,3,40,1,2,3,406,0,0,4,2,2,0,0,2,1
2.02E+12,526230,177350,-0.183565,51.48103,1,3,2,1,6,12,3,3217,6,30,6,2,3,3220,0,5,4,2,2,0,0,1,1
2.02E+12,525180,177210,-0.198727,51.480005,1,3,1,2,6,11,3,304,6,30,2,1,4,317,0,1,4,2,2,0,0,1,1
2.02E+12,525790,169780,-0.192586,51.413094,1,3,2,3,6,22,3,219,3,30,3,2,3,24,0,4,4,2,2,0,0,1,1
2.02E+12,540190,169690,0.014312,51.408912,1,3,1,1,6,19,3,21,6,30,7,2,3,2212,0,0,4,2,2,0,0,1,1
2.02E+12,543430,186330,0.067619,51.557625,1,3,4,2,7,14,3,118,6,30,3,2,3,118,0,5,1,8,1,0,0,1,1
2.02E+12,517210,177940,-0.313203,51.488271,1,3,2,3,7,25,3,4,3,40,6,2,3,3002,0,5,1,1,1,0,0,1,2
2.02E+12,532050,187480,-0.096006,51.570737,1,3,2,1,7,4,3,105,6,20,6,2,3,503,0,4,1,1,2,0,0,1,1
2.02E+12,534270,196320,-0.060609,51.649651,1,3,1,1,7,32,3,110,3,40,6,2,3,10,0,5,4,8,2,0,0,1,1
2.02E+12,544840,178820,0.084859,51.489783,1,3,2,1,6,6,3,206,3,30,7,2,3,2016,0,4,4,2,2,0,0,1,1
2.02E+12,534220,189610,-0.063901,51.589365,1,3,2,1,7,31,3,503,3,30,6,2,3,1055,0,5,4,1,2,0,0,1,1
2.02E+12,534340,182600,-0.064844,51.526343,1,3,2,1,7,5,3,1209,6,20,6,2,4,108,0,0,4,8,2,0,0,1,1
2.02E+12,525660,176890,-0.191932,51.477023,1,2,1,1,7,11,3,308,6,30,3,2,4,318,0,5,4,1,2,0,0,1,1
2.02E+12,540500,169410,0.018656,51.406319,1,3,2,1,7,19,3,21,6,30,6,2,3,21,0,4,4,2,2,0,0,1,1
2.02E+12,542480,185770,0.053698,51.552834,1,3,1,1,6,17,3,118,3,30,6,4,3,116,0,1,1,9,-1,-1,0,1,2
2.02E+12,535660,178780,-0.047297,51.4917,1,3,2,1,1,8,3,200,2,30,3,4,3,200,0,1,1,1,2,0,0,1,1
2.02E+12,529410,183460,-0.135555,51.535222,1,2,2,1,1,2,3,400,6,30,6,2,4,512,0,4,4,9,-1,-1,-1,1,2
2.02E+12,534300,196730,-0.060019,51.653328,1,2,2,2,1,32,3,10,3,40,7,2,3,10,0,4,1,1,1,0,0,1,1
2.02E+12,534070,192410,-0.064996,51.614562,1,3,1,1,1,32,3,406,6,30,9,4,3,406,0,0,4,8,2,0,0,1,1
2.02E+12,507070,178380,-0.459058,51.494236,1,3,2,1,1,26,3,408,1,40,2,4,3,408,0,0,1,1,2,0,0,2,1
2.02E+12,507170,181100,-0.456792,51.518665,1,3,1,2,1,26,3,408,6,30,1,4,3,408,0,8,1,1,2,0,0,1,1
2.02E+12,509370,173950,-0.427309,51.453977,1,3,2,1,1,25,3,315,6,30,3,2,4,3377,0,0,4,2,2,0,0,1,1
2.02E+12,536010,178600,-0.042328,51.489998,1,3,1,1,1,7,3,200,6,30,1,4,3,200,0,1,1,9,2,0,1,1,1
2.02E+12,527400,181790,-0.165123,51.52067,1,3,2,2,1,1,3,501,3,30,9,2,3,501,0,5,4,1,2,0,0,1,1
2.02E+12,518570,182560,-0.292071,51.529511,1,3,1,2,2,27,3,40,3,40,6,4,3,406,0,0,4,7,2,0,0,1,1
2.02E+12,529910,181020,-0.129249,51.513179,1,3,1,1,2,1,3,400,6,30,6,2,3,401,0,5,4,2,2,0,0,1,1
2.02E+12,523030,173260,-0.231045,51.444976,1,3,3,1,2,10,3,3,3,40,3,2,3,306,0,0,1,1,2,0,0,1,1
2.02E+12,530190,182920,-0.124515,51.53019,1,3,1,1,2,2,3,501,6,20,7,2,3,5202,0,5,1,1,2,0,0,1,1
2.02E+12,527770,181900,-0.159753,51.521576,1,3,2,1,2,1,3,41,2,30,3,2,3,501,0,5,1,1,1,0,0,1,1
2.02E+12,523610,189980,-0.216843,51.595117,1,3,1,1,6,30,3,1,2,50,6,2,4,552,0,0,1,7,4,0,0,1,1
2.02E+12,530910,181030,-0.114843,51.513039,1,3,2,1,2,1,3,4,2,30,3,2,3,4,0,5,1,1,1,0,0,1,1
2.02E+12,529930,180430,-0.129178,51.507873,1,3,1,1,2,1,3,4,6,30,7,2,3,4,0,0,4,2,2,0,0,1,1
2.02E+12,540330,177270,0.019326,51.476992,1,3,1,1,2,6,4,210,2,30,9,4,4,210,0,1,4,2,2,0,0,1,1
2.02E+12,527960,169590,-0.161467,51.410902,1,3,1,1,2,22,3,216,1,30,1,2,3,217,0,5,1,2,2,0,0,1,1
2.02E+12,528540,177950,-0.150099,51.485903,1,3,2,1,2,12,3,3212,6,30,6,2,3,3216,0,5,4,2,2,0,0,2,1
2.02E+12,529390,167210,-0.141784,51.389189,1,2,1,1,2,21,4,272,6,30,3,2,4,272,0,5,4,2,2,0,0,1,1
2.02E+12,518170,168080,-0.302671,51.399453,1,3,1,1,2,23,3,240,6,20,7,2,4,3363,0,4,4,2,2,0,0,1,1
2.02E+12,532190,179510,-0.096977,51.499081,1,3,2,1,2,8,3,3,6,20,6,2,4,240,1,1,4,2,2,0,0,1,1
2.02E+12,532490,178950,-0.092868,51.493979,1,3,2,1,2,8,3,201,6,30,3,4,4,240,0,0,4,1,2,0,2,1,1
2.02E+12,519900,184250,-0.272332,51.54442,1,3,2,1,1,28,3,404,3,30,6,2,3,406,0,5,4,1,2,0,0,1,1
2.02E+12,529500,175350,-0.137232,51.462318,1,3,1,1,2,9,3,3,3,30,6,2,3,3,0,0,7,1,1,0,0,1,1
2.02E+12,541760,167470,0.035985,51.388574,1,3,2,1,2,19,3,21,1,30,1,4,3,21,0,0,1,1,2,0,0,2,1
2.02E+12,526810,180790,-0.173982,51.511816,1,3,2,1,2,1,3,402,6,30,3,2,3,402,0,5,1,2,2,2,0,1,1
2.02E+12,538320,189980,-0.004608,51.591699,1,3,1,1,3,13,3,503,6,30,3,4,4,160,0,-1,7,1,1,-1,0,1,2
2.02E+12,522110,183070,-0.240887,51.533341,1,3,2,1,6,28,3,404,6,30,9,4,3,404,0,0,4,2,2,0,0,1,1
2.02E+12,525660,168490,-0.19491,51.40153,1,2,1,1,3,22,3,24,6,30,3,2,3,24,0,5,4,1,2,0,0,1,1
2.02E+12,530560,183010,-0.11915,51.530914,1,3,1,1,3,2,3,501,3,30,5,2,3,501,0,4,1,1,1,0,0,1,1
2.02E+12,530160,179670,-0.126146,51.50099,1,3,1,1,3,1,3,302,2,20,3,2,3,3212,0,4,1,1,1,4,2,1,1
2.02E+12,538770,188900,0.001457,51.581884,1,3,2,1,3,13,3,104,1,30,1,4,3,114,0,0,1,1,1,0,0,2,1
2.02E+12,518280,189940,-0.293769,51.5959,1,3,1,1,3,29,3,4140,3,40,1,2,3,4140,0,4,4,1,1,0,0,1,1
2.02E+12,526360,177420,-0.181669,51.48163,1,2,2,1,3,12,3,3217,3,30,6,2,3,3220,0,5,4,1,1,0,0,1,1
2.02E+12,519050,177360,-0.286909,51.482675,1,3,2,1,3,24,3,307,6,30,7,2,3,205,0,4,4,1,1,0,0,1,1
2.02E+12,534570,181310,-0.062023,51.514696,1,3,2,2,3,5,4,108,6,20,6,2,3,13,0,5,4,1,1,0,0,1,1
2.02E+12,533700,170730,-0.078552,51.419824,1,3,2,1,3,19,3,212,6,30,6,2,3,214,0,4,4,1,2,0,0,1,1
2.02E+12,533750,189480,-0.070731,51.588309,1,3,1,1,4,31,3,10,3,20,7,2,4,153,0,5,4,1,1,0,0,1,1
2.02E+12,538280,180620,-0.008861,51.5076,1,3,2,1,4,5,3,1261,7,40,1,4,3,1261,0,5,4,1,2,0,0,1,1
2.02E+12,531030,190400,-0.109627,51.597215,1,2,1,1,3,31,3,109,6,30,6,2,3,105,0,5,4,2,2,0,0,1,1
2.02E+12,543300,188410,0.066592,51.576348,1,3,2,1,2,14,3,12,1,40,1,2,3,1400,0,-1,4,1,1,0,0,1,2
2.02E+12,530340,178050,-0.124153,51.48639,1,3,1,1,4,9,3,202,6,30,7,2,3,3036,0,5,1,1,2,0,0,1,1
2.02E+12,520530,188540,-0.261781,51.582842,1,3,1,1,4,28,3,4006,3,30,3,2,4,454,0,5,1,8,1,0,0,1,1
2.02E+12,514000,191390,-0.355061,51.609814,1,3,2,1,2,29,3,410,1,30,1,4,3,4008,0,-1,1,1,1,-1,-1,1,2
2.02E+12,533480,182260,-0.077363,51.523491,1,3,2,1,4,4,3,10,6,30,6,2,3,1209,0,5,1,1,1,0,0,1,1
2.02E+12,518540,182560,-0.292504,51.529518,1,3,2,1,4,27,3,406,6,30,7,2,3,40,0,0,4,1,2,0,0,1,1
2.02E+12,528540,181120,-0.148945,51.514391,1,3,2,1,4,1,3,40,6,30,6,4,3,40,0,4,1,1,1,0,0,1,1
2.02E+12,517760,174720,-0.306357,51.459217,1,3,1,1,4,24,3,307,6,30,7,1,3,307,2,4,1,1,1,0,0,1,1
2.02E+12,530520,178030,-0.121569,51.486168,1,3,2,1,4,9,3,3204,6,30,9,2,3,3204,0,1,4,1,1,0,0,1,1
2.02E+12,531600,184650,-0.103553,51.54541,1,3,2,1,4,3,3,1,3,20,1,2,3,1200,0,5,4,1,2,0,0,1,1
2.02E+12,530250,178970,-0.125109,51.494678,1,3,2,1,3,1,3,3212,6,30,1,4,4,323,0,1,4,1,1,0,0,1,1
2.02E+12,525770,181640,-0.188657,51.519687,1,3,2,1,5,1,3,40,3,30,6,2,3,40,0,0,4,1,1,0,0,1,1
2.02E+12,531620,184700,-0.103246,51.545855,1,3,2,1,2,3,3,1,1,30,1,4,3,1,0,-1,4,1,1,0,-1,1,2
2.02E+12,544410,186620,0.081864,51.559981,1,3,2,1,3,14,3,1083,6,20,3,2,3,118,0,-1,1,9,1,0,0,1,2
2.02E+12,531980,179150,-0.100135,51.495895,1,3,1,1,5,8,3,201,6,20,1,2,3,201,0,5,1,1,1,0,0,1,1
2.02E+12,525780,163870,-0.19482,51.359982,1,3,1,1,5,21,3,232,2,30,3,4,3,232,0,0,1,1,1,0,0,1,1
2.02E+12,532410,177640,-0.09451,51.482225,1,3,2,1,6,8,3,215,6,30,6,2,4,214,0,-1,6,9,-1,-1,-1,1,2
2.02E+12,523770,181130,-0.217647,51.515545,1,2,1,1,5,12,3,40,3,40,5,4,3,40,0,0,1,1,1,0,0,1,1
2.02E+12,533640,186700,-0.073374,51.563353,1,3,2,1,3,4,3,10,6,30,3,2,3,10,0,4,4,9,-1,-1,-1,1,2
2.02E+12,528020,181020,-0.156471,51.51361,1,2,1,1,5,1,3,40,3,30,6,2,3,40,0,4,1,2,2,0,0,1,1
2.02E+12,530040,175680,-0.129342,51.46516,1,3,2,1,5,9,3,3,6,30,7,2,4,221,0,5,1,2,2,0,0,1,1
2.02E+12,532480,164430,-0.098436,51.363494,1,3,1,1,5,20,3,235,6,30,6,2,4,275,0,0,1,2,2,0,0,1,1
2.02E+12,532510,176500,-0.093498,51.471957,1,3,1,1,5,8,3,2217,6,20,6,2,3,215,2,5,4,2,2,0,0,1,1
2.02E+12,524900,177790,-0.202553,51.485279,1,3,1,1,5,11,4,317,6,30,2,4,3,3218,0,1,4,2,2,0,0,1,1
2.02E+12,530110,182100,-0.12597,51.522839,1,3,2,1,5,2,3,4200,6,30,6,2,4,504,0,5,7,3,2,0,0,1,1
2.02E+12,526370,185670,-0.178568,51.555771,1,3,1,1,5,2,4,511,3,20,7,4,4,511,0,1,4,6,3,0,0,1,1
2.02E+12,526030,166510,-0.190296,51.383653,1,3,1,1,5,21,4,2230,1,30,3,4,4,278,0,5,4,3,3,0,0,1,1
2.02E+12,525990,175190,-0.187788,51.461671,1,3,1,1,5,10,3,3205,3,30,6,2,3,3205,0,5,4,2,2,0,0,1,1
2.02E+12,532830,185420,-0.085535,51.552042,1,3,2,1,4,4,3,105,6,20,8,4,4,104,2,5,1,1,1,0,0,1,1
2.02E+12,523420,179770,-0.223165,51.503399,1,3,2,2,5,11,3,219,3,30,6,2,3,402,0,4,4,2,2,0,0,1,1
2.02E+12,525040,178610,-0.200247,51.492618,1,3,2,4,6,12,3,3220,3,30,6,2,3,4,0,5,4,8,2,0,0,1,1
2.02E+12,528760,179220,-0.146469,51.497266,1,3,2,1,6,1,3,302,2,30,6,2,3,3215,0,5,4,1,1,0,0,1,1
2.02E+12,531080,164510,-0.118505,51.364537,1,3,1,1,5,20,3,23,6,30,7,2,4,271,0,1,4,1,2,0,0,1,1
2.02E+12,527070,181680,-0.169916,51.519756,1,3,1,1,6,1,3,5,6,30,6,2,3,404,0,4,1,1,1,0,0,1,1
2.02E+12,518050,168940,-0.30411,51.407208,1,3,2,1,5,23,3,307,6,30,1,2,3,240,2,4,1,2,2,0,2,1,1
2.02E+12,522170,187850,-0.238362,51.576288,1,3,1,1,6,30,3,5,3,30,6,2,3,5,0,5,1,1,1,0,0,1,1
2.02E+12,515950,183000,-0.329679,51.534009,1,2,1,1,6,27,4,452,6,30,7,2,4,452,0,5,4,1,1,0,0,1,1
2.02E+12,527240,181490,-0.167536,51.51801,1,3,1,1,6,1,3,5,6,30,6,2,3,4209,0,5,4,1,1,0,0,1,1
2.02E+12,522080,183100,-0.241309,51.533618,1,3,1,1,6,28,3,404,6,30,3,2,3,404,0,5,1,1,1,0,6,1,1
2.02E+12,520130,192900,-0.266061,51.622111,1,3,2,1,6,30,3,41,3,50,3,4,3,41,0,0,1,8,1,0,0,1,1
2.02E+12,524730,179100,-0.204537,51.49709,1,3,2,1,6,12,3,3220,2,30,6,2,3,315,0,5,1,1,1,4,0,1,1
2.02E+12,536020,181140,-0.041205,51.512821,1,2,2,1,6,5,3,13,6,30,7,2,4,126,0,5,4,1,1,0,0,1,1
2.02E+12,546380,187440,0.110604,51.566841,1,3,2,1,6,14,3,118,6,30,7,2,4,177,0,5,4,1,1,0,0,1,1
2.02E+12,548460,189070,0.14128,51.580944,1,3,2,1,6,16,3,12,3,50,6,2,3,1112,0,0,4,1,1,0,0,1,1
2.02E+12,541660,180910,0.039926,51.509369,1,3,2,1,6,17,3,112,1,30,1,4,3,112,0,0,4,8,1,0,0,1,1
2.02E+12,533650,182570,-0.074796,51.526237,1,3,1,1,7,5,4,122,1,20,1,4,4,122,0,0,4,1,1,0,0,1,1
2.02E+12,523810,185710,-0.215462,51.556698,1,3,1,3,3,28,3,5,6,30,3,4,3,407,0,0,1,1,1,0,0,1,1
2.02E+12,551310,177970,0.177616,51.480453,1,3,2,1,7,18,3,206,1,30,1,4,3,2016,0,0,1,1,2,0,0,1,1
2.02E+12,527690,169040,-0.165545,51.406019,1,3,1,1,7,22,3,217,2,30,7,2,3,236,0,0,1,1,2,0,0,1,1
2.02E+12,528000,181180,-0.156701,51.515053,1,3,2,1,7,1,3,41,6,30,6,2,3,5204,0,5,1,1,1,0,0,1,1
2.02E+12,533660,189000,-0.072212,51.584017,1,3,1,1,7,31,3,10,6,30,6,2,3,504,0,5,4,1,1,0,0,1,1
2.02E+12,518910,185200,-0.286281,51.553167,1,3,2,1,7,28,3,404,6,30,3,2,3,404,0,5,4,2,2,0,0,1,1
2.02E+12,531120,175790,-0.113763,51.465899,1,3,3,1,7,9,3,203,2,20,3,2,3,23,0,5,4,1,2,0,0,1,1
2.02E+12,526920,177490,-0.173583,51.482134,1,3,1,1,7,12,3,3220,6,30,6,2,3,3212,0,0,4,1,2,0,0,1,1
2.02E+12,539420,184560,0.009113,51.542725,1,3,2,1,7,17,4,164,2,30,6,2,3,118,0,0,4,1,4,0,0,1,1
2.02E+12,525590,176800,-0.192972,51.476229,1,3,2,1,7,11,3,217,6,30,3,2,3,308,0,5,4,2,2,0,0,1,1
2.02E+12,530800,182280,-0.115963,51.524298,1,3,2,1,7,2,3,5200,6,20,6,2,4,502,0,5,4,1,2,0,0,1,1
2.02E+12,527780,175550,-0.161906,51.464506,1,3,2,1,7,10,3,3036,3,30,6,2,3,3220,0,5,4,1,2,0,0,1,1
2.02E+12,536280,187130,-0.035143,51.566586,1,1,1,2,1,13,3,104,6,30,7,2,3,104,0,4,4,9,4,0,0,1,1
2.02E+12,534350,182610,-0.064696,51.52643,1,3,2,1,1,5,3,1209,6,20,6,2,4,108,0,5,1,2,2,0,0,1,1
2.02E+12,529370,182090,-0.136634,51.522919,1,3,2,1,7,2,3,400,6,30,9,2,3,400,0,0,4,8,4,0,0,1,1
2.02E+12,531260,175350,-0.111911,51.461913,1,3,2,1,1,9,4,223,6,30,6,2,3,2217,0,5,1,2,2,0,0,1,1
2.02E+12,533480,175370,-0.079967,51.461574,1,3,2,1,1,8,3,2216,3,20,3,4,3,2216,0,0,4,1,2,0,0,1,1
2.02E+12,533420,182660,-0.078076,51.5271,1,3,2,4,1,4,3,1208,6,20,3,2,3,5201,0,5,4,1,2,0,0,1,1
2.02E+12,530140,170850,-0.129677,51.42173,1,3,3,2,7,9,4,272,6,30,3,2,3,23,0,0,4,1,2,0,0,1,1
2.02E+12,534340,193550,-0.060662,51.624742,1,3,1,1,2,32,3,1010,1,30,1,4,4,154,0,1,4,2,2,0,0,1,1
2.02E+12,532750,182530,-0.087777,51.52609,1,3,1,1,5,3,3,501,6,30,2,2,3,501,0,0,1,1,1,0,0,1,2
2.02E+12,526710,174330,-0.177737,51.453782,1,3,2,2,2,10,3,214,3,40,6,2,4,234,0,5,1,2,2,0,0,1,1
2.02E+12,529980,180380,-0.128477,51.507412,1,3,1,1,2,1,3,4,2,20,1,2,3,4,0,4,1,2,2,0,0,1,1
2.02E+12,532490,164450,-0.098285,51.363671,1,3,3,1,5,20,4,275,2,30,6,2,3,235,0,5,7,1,1,0,0,1,2
2.02E+12,533080,164720,-0.089715,51.36596,1,3,2,2,1,20,3,212,6,30,2,4,4,243,0,0,4,2,2,0,0,1,1
2.02E+12,523790,185740,-0.215739,51.556972,1,3,1,1,1,28,3,5,9,30,6,-1,3,5,0,-1,1,9,-1,-1,-1,1,2
2.02E+12,536440,182510,-0.034626,51.525031,1,2,1,2,2,5,3,11,3,30,7,2,3,1205,0,4,1,1,2,0,0,1,1
2.02E+12,524330,176260,-0.211295,51.471654,1,3,2,1,2,11,3,219,6,30,1,4,3,304,0,4,1,1,2,0,0,1,1
2.02E+12,534150,176540,-0.069884,51.47193,1,3,1,1,2,8,3,2215,6,30,3,2,3,2215,2,5,4,2,1,0,0,1,1
2.02E+12,527050,181700,-0.170197,51.51994,1,3,2,1,2,1,3,404,7,30,6,2,3,5,0,5,1,1,1,0,0,1,1
2.02E+12,538620,176710,-0.0055,51.47238,1,3,3,1,2,7,3,2,6,30,6,2,3,2,0,0,4,1,1,0,0,1,1
