Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident
2.02E+12,538020,175820,-0.014481,51.464529,1,3,2,1,4,7,3,20,3,20,3,2,3,2210,0,1,4,1,2,0,0,1,1
2.02E+12,522630,187320,-0.231912,51.571425,1,3,2,1,5,30,3,5,3,30,5,4,3,406,0,0,4,1,1,0,0,1,1
2.02E+12,553340,190500,0.212278,51.592488,1,3,2,1,5,15,3,118,1,30,1,4,3,12,0,0,4,1,1,0,0,1,1
2.02E+12,539310,181510,0.006323,51.515345,1,2,2,3,5,17,3,1011,3,30,3,4,3,1011,0,0,4,8,2,0,0,1,1
2.02E+12,538320,180570,-0.008305,51.507141,1,3,2,1,5,5,3,1206,1,30,1,4,3,1261,0,0,4,1,1,0,0,1,1
2.02E+12,533090,169780,-0.087676,51.41143,1,3,2,1,5,20,3,215,3,30,3,4,3,212,2,4,4,1,4,0,0,1,1
2.02E+12,533240,166320,-0.086819,51.380301,1,3,2,1,5,20,3,222,6,30,3,4,3,222,0,1,4,1,1,0,0,1,1
2.02E+12,530590,190740,-0.115849,51.600373,1,3,2,1,5,31,4,151,6,20,3,2,3,109,0,4,1,1,1,0,0,1,1
2.02E+12,528830,179330,-0.145421,51.498239,1,3,2,1,5,1,3,3217,2,30,3,-1,4,312,0,-1,4,8,1,0,0,1,2
2.02E+12,531020,180140,-0.113589,51.505015,1,3,2,1,3,9,3,301,1,20,1,-1,3,3200,0,0,4,2,2,0,0,1,2
2.02E+12,541110,174270,0.029354,51.44984,1,3,2,1,4,6,3,20,1,40,1,-1,3,20,-1,-1,1,1,1,0,0,1,2
2.02E+12,537080,180800,-0.026071,51.50951,1,3,2,2,6,5,3,1206,3,30,3,2,3,1206,2,5,1,1,2,0,0,1,1
2.02E+12,523960,189550,-0.211944,51.591176,1,3,2,2,6,30,3,1,3,50,6,2,3,504,0,4,4,1,1,0,0,1,1
2.02E+12,543710,186200,0.071602,51.556386,1,3,2,2,6,14,3,118,1,30,1,4,3,123,0,0,4,1,1,0,0,1,1
2.02E+12,528850,181200,-0.14445,51.51504,1,3,1,1,6,1,3,40,6,30,6,2,3,40,0,5,4,1,2,0,0,1,1
2.02E+12,525020,178630,-0.200528,51.492802,1,3,2,1,7,12,3,4,3,30,6,2,3,3220,0,5,4,2,2,0,0,1,1
2.02E+12,524550,166710,-0.211483,51.385777,1,3,2,1,7,21,3,24,6,30,6,2,4,279,0,4,4,2,2,0,0,1,1
2.02E+12,510890,176600,-0.404612,51.477501,1,2,2,2,7,25,3,4,1,40,1,4,3,312,0,0,4,2,2,0,0,1,1
2.02E+12,537190,180720,-0.024518,51.508764,1,3,1,2,6,5,3,1261,6,30,3,-1,3,1261,-1,-1,1,1,2,0,0,1,2
2.02E+12,539410,170610,0.003467,51.417371,1,3,2,1,6,7,3,21,6,30,6,4,3,21,0,0,4,1,1,0,0,1,1
2.02E+12,543790,184160,0.071922,51.538035,1,3,2,1,7,16,3,123,1,30,1,4,3,123,0,0,1,2,2,0,0,1,1
2.02E+12,520610,178890,-0.263932,51.496096,1,3,1,2,7,27,4,490,6,30,2,4,4,409,0,1,1,1,1,0,0,1,1
2.02E+12,526430,174800,-0.181597,51.458068,1,3,2,1,7,10,3,3,2,30,5,4,3,214,0,0,4,1,1,0,0,1,1
2.02E+12,536550,176950,-0.035193,51.47504,1,3,1,1,7,7,3,20,6,30,3,4,3,20,0,4,4,8,2,0,0,1,1
2.02E+12,523290,189350,-0.221681,51.589525,1,2,1,1,7,30,3,504,6,30,9,2,3,502,0,5,1,1,1,0,0,1,1
2.02E+12,541810,188270,0.045048,51.575466,1,3,2,1,7,14,3,12,1,30,1,2,3,12,0,1,4,1,2,0,0,2,2
2.02E+12,519560,192800,-0.274324,51.621334,1,3,1,1,7,30,3,41,3,40,7,2,3,41,0,5,4,2,2,0,0,1,1
2.02E+12,543600,184040,0.069136,51.537005,1,2,2,1,7,16,3,124,1,30,1,4,3,406,0,4,4,2,2,0,0,1,1
2.02E+12,522184,174498,-0.242786,51.456285,1,2,1,1,7,10,3,207,1,30,1,4,3,207,0,8,4,1,2,0,0,1,1
2.02E+12,526810,180790,-0.173982,51.511816,1,3,1,1,7,1,3,402,6,30,7,2,3,4209,0,0,4,2,2,0,0,1,1
2.02E+12,530690,174400,-0.120462,51.453507,1,3,2,2,1,9,3,23,6,30,3,2,3,23,0,0,4,5,2,0,0,1,1
2.02E+12,548980,186870,0.147847,51.56104,1,3,2,5,7,16,3,1112,6,30,6,2,3,1083,2,5,4,2,2,0,0,1,1
2.02E+12,528950,163630,-0.149402,51.357115,1,3,2,1,1,21,3,237,6,30,6,2,4,271,0,1,1,1,2,0,0,1,1
2.02E+12,532680,176030,-0.091228,51.467693,1,3,1,1,1,8,3,215,6,30,3,2,3,2216,0,4,1,1,2,0,0,1,1
2.02E+12,534900,192320,-0.05305,51.613555,1,3,2,1,7,32,3,1055,6,30,7,4,3,406,0,0,1,1,1,0,0,1,1
2.02E+12,526590,178950,-0.17781,51.495329,1,3,1,1,1,12,3,4,6,30,3,-1,3,4,-1,-1,1,1,1,0,0,1,2
2.02E+12,523330,189370,-0.221097,51.589696,1,3,2,1,1,30,3,504,3,30,3,2,4,552,2,1,4,2,2,0,0,1,1
2.02E+12,529350,178730,-0.138154,51.492728,1,3,2,1,1,1,4,324,3,30,7,2,3,202,0,5,4,4,1,0,0,1,1
2.02E+12,509810,187780,-0.416675,51.578199,1,3,2,1,1,26,4,466,1,30,2,-1,4,466,0,8,1,2,2,0,0,1,2
2.02E+12,530480,176470,-0.12272,51.472158,1,3,1,1,1,9,3,3,6,30,6,4,3,203,0,0,4,2,2,0,0,1,1
2.02E+12,532410,177630,-0.094514,51.482135,1,3,2,1,1,8,3,215,9,40,6,-1,4,214,-1,-1,6,1,1,0,-1,1,2
2.02E+12,541130,181760,0.032634,51.51714,1,3,2,1,1,17,3,13,3,30,5,4,3,112,-1,-1,7,9,-1,-1,-1,1,2
2.02E+12,530170,192110,-0.121402,51.612782,1,3,2,3,1,32,3,406,9,30,6,-1,4,106,-1,-1,4,2,1,-1,-1,1,2
2.02E+12,514130,185120,-0.355221,51.553434,1,3,3,1,6,27,3,4090,1,30,1,4,3,4090,-1,-1,4,9,-1,0,0,1,2
2.02E+12,520930,186210,-0.256812,51.561816,1,3,2,1,6,28,3,4088,3,30,7,4,3,4088,0,0,4,1,1,-1,0,1,2
2.02E+12,532560,192590,-0.086724,51.616537,1,3,1,1,7,32,3,10,9,30,1,-1,3,406,-1,-1,1,1,-1,0,-1,1,2
2.02E+12,532250,182340,-0.095052,51.524499,1,3,2,1,7,3,3,5201,6,20,3,-1,3,5201,-1,-1,7,2,2,-1,0,1,2
2.02E+12,530180,180520,-0.125545,51.508624,1,2,1,1,4,1,3,4,3,30,3,4,3,4,0,4,4,1,2,0,0,1,1
2.02E+12,534020,168480,-0.074803,51.399528,1,3,1,1,3,20,3,215,6,30,6,2,3,213,0,0,4,2,2,0,0,1,2
2.02E+12,532220,190520,-0.092411,51.598016,1,3,2,1,7,31,3,109,6,30,6,2,3,1080,0,5,1,1,1,0,0,1,2
2.02E+12,530030,180350,-0.127768,51.507131,1,3,2,1,3,1,3,3212,1,30,1,2,3,4,0,0,1,1,1,0,0,1,2
2.02E+12,511520,176360,-0.39562,51.47522,1,3,2,1,6,25,3,4,1,30,1,2,3,30,0,0,1,1,1,0,0,1,2
2.02E+12,540200,169330,0.014314,51.405674,1,3,1,1,1,19,3,222,6,30,3,4,3,21,0,0,1,1,1,0,0,1,1
2.02E+12,549740,173270,0.153035,51.43864,1,3,2,1,5,18,3,2218,1,30,2,4,3,223,0,0,4,2,2,0,0,1,2
2.02E+12,543260,188410,0.066015,51.576358,1,3,2,1,5,14,3,12,1,30,1,2,3,12,0,0,1,1,1,0,0,1,2
2.02E+12,516830,188490,-0.315175,51.58317,1,3,2,1,3,28,3,4006,9,30,3,-1,3,4006,0,0,4,9,1,-1,-1,1,2
2.02E+12,548540,188070,0.142011,51.571938,1,3,2,2,7,16,3,1112,6,30,6,2,3,118,0,5,4,1,1,0,0,1,2
2.02E+12,530070,188240,-0.124278,51.578027,1,3,2,1,4,31,3,103,6,20,7,2,3,1201,0,-1,4,2,2,-1,0,1,2
2.02E+12,538720,184080,-0.001163,51.538584,1,3,2,1,3,17,3,11,6,50,3,4,3,11,0,0,1,1,1,0,0,1,2
2.02E+12,531000,175290,-0.115674,51.461434,1,2,1,1,5,9,3,23,6,30,7,2,3,2217,-1,-1,4,9,-1,-1,-1,1,2
2.02E+12,533090,188480,-0.08063,51.579479,1,3,2,1,3,31,3,503,6,20,6,-1,4,152,-1,-1,1,1,-1,-1,0,1,2
2.02E+12,533040,178920,-0.084961,51.49358,1,3,2,1,5,8,3,2,9,30,1,-1,3,201,-1,-1,4,9,-1,-1,-1,1,2
2.02E+12,543550,183960,0.068383,51.536299,1,3,2,1,7,16,3,124,1,30,1,2,3,406,0,0,4,1,1,0,0,1,2
2.02E+12,533240,179270,-0.081949,51.496678,1,3,2,1,5,8,3,100,6,30,3,4,3,2206,0,0,7,1,-1,0,0,1,2
2.02E+12,533960,184840,-0.069467,51.546562,1,3,2,1,5,4,4,108,6,30,7,-1,3,104,-1,-1,1,1,1,-1,0,1,2
2.02E+12,533670,178330,-0.076114,51.488129,1,3,2,2,7,8,4,214,6,20,6,2,3,2,0,5,1,8,1,0,0,1,2
2.02E+12,503799,175439,-0.507022,51.46841,1,3,5,5,2,26,1,25,3,60,5,4,3,3113,0,0,1,1,1,0,0,2,1
2.02E+12,350413,486942,-2.763009,54.275715,3,3,1,1,1,65,3,590,1,60,1,4,3,590,0,0,6,1,1,0,0,2,1
2.02E+12,359595,493020,-2.622837,54.331146,3,3,2,3,5,65,3,684,7,60,5,4,1,6,0,0,6,1,2,0,0,2,1
2.02E+12,350611,489181,-2.760339,54.295855,3,3,1,1,7,65,3,591,3,70,5,4,3,6,0,0,6,6,4,0,0,2,1
2.02E+12,340008,556844,-2.937092,54.902705,3,3,2,1,4,62,3,7,6,30,3,4,4,6264,0,0,1,1,1,0,0,1,1
2.02E+12,310101,531021,-3.395339,54.666225,3,3,2,1,1,60,3,66,6,60,1,4,3,66,0,0,1,1,1,0,0,2,2
2.02E+12,333037,566993,-3.048154,54.993003,3,3,2,1,1,62,3,6071,7,60,5,4,1,6,0,0,1,1,1,0,0,2,1
2.02E+12,337622,504489,-2.963096,54.431985,3,3,2,1,5,65,3,593,2,30,3,2,3,591,0,0,4,1,1,0,0,2,1
2.02E+12,336662,503466,-2.977674,54.422673,3,3,2,1,6,65,3,593,6,60,3,4,4,5286,0,0,1,1,1,0,0,2,1
2.02E+12,303753,500802,-3.483842,54.393572,3,3,1,1,3,63,4,5344,6,30,7,4,4,5344,0,0,1,1,1,0,0,2,2
2.02E+12,354463,560879,-2.712334,54.940491,3,2,2,4,5,62,3,69,6,60,3,4,4,6413,0,0,1,1,1,0,0,2,1
2.02E+12,339303,559899,-2.94873,54.930069,3,3,2,1,6,62,1,6,1,60,1,2,3,689,0,0,1,1,1,0,0,2,1
2.02E+12,317767,485433,-3.26383,54.257941,3,2,2,4,2,63,3,595,6,60,3,4,3,5093,0,0,1,1,2,0,0,2,1
2.02E+12,317765,485415,-3.263855,54.257779,3,2,2,2,5,63,3,595,6,60,3,4,3,5093,0,0,6,1,1,0,0,2,1
2.02E+12,300729,511587,-3.534017,54.489881,3,3,2,1,5,63,3,595,1,30,1,4,3,595,0,0,1,1,1,0,0,2,2
2.02E+12,357331,512465,-2.660455,54.505701,3,2,1,2,3,64,4,6261,6,60,3,4,4,6261,0,0,1,1,1,0,0,2,1
2.02E+12,349722,537139,-2.782193,54.726719,3,3,2,1,4,64,3,6,6,40,3,4,4,6413,0,0,1,1,1,0,0,2,1
2.02E+12,353500,482640,-2.714936,54.237346,3,3,3,4,1,65,1,6,7,70,5,4,3,65,0,0,1,1,1,0,0,2,1
2.02E+12,350879,529056,-2.762866,54.654201,3,3,2,1,2,64,3,66,1,60,1,4,1,6,0,0,1,4,1,0,0,1,1
2.02E+12,336560,552967,-2.989999,54.867444,3,3,4,2,5,62,3,595,6,60,6,4,3,596,0,0,1,1,1,0,0,2,2
2.02E+12,346368,524342,-2.83191,54.611382,3,3,2,1,7,64,3,592,6,30,3,4,4,5320,0,0,1,1,1,0,0,2,1
2.02E+12,326948,484711,-3.122751,54.252848,3,3,2,2,6,65,3,5092,6,60,3,4,4,5281,0,0,1,1,1,0,0,2,1
2.02E+12,348866,485360,-2.786492,54.261346,3,3,2,1,2,65,3,590,3,70,5,4,3,6,0,0,1,1,1,0,0,2,1
2.02E+12,300492,528447,-3.543386,54.641296,3,3,2,3,5,60,3,590,6,30,5,4,3,66,0,0,1,1,1,0,0,1,1
2.02E+12,350372,487105,-2.763665,54.277176,3,3,3,3,7,65,3,591,1,60,1,4,3,590,0,0,1,1,1,0,0,2,1
2.02E+12,350542,490414,-2.761604,54.306928,3,3,2,1,5,65,3,591,6,60,5,4,3,6,0,0,1,1,1,0,0,2,2
2.02E+12,352117,529112,-2.743689,54.654824,3,2,1,1,2,64,3,66,6,60,1,4,3,6,0,0,1,1,1,0,0,2,1
2.02E+12,303788,536535,-3.495002,54.714594,3,3,2,1,4,60,3,596,6,30,6,2,3,594,0,0,1,9,1,0,0,2,1
2.02E+12,340074,556350,-2.93596,54.898274,3,3,1,1,3,62,3,595,1,30,1,2,3,7,0,0,4,2,2,0,0,1,2
2.02E+12,340420,495620,-2.918188,54.352626,3,2,2,1,5,65,4,5284,6,40,3,4,3,5087,0,0,1,1,1,0,0,2,1
2.02E+12,306653,503369,-3.440005,54.417175,3,3,2,1,4,63,3,595,6,40,6,4,4,5344,0,0,1,1,1,0,0,2,1
2.02E+12,310354,530839,-3.391362,54.664635,3,3,1,1,4,60,3,66,6,60,1,4,3,595,0,0,1,1,1,6,0,2,1
2.02E+12,352365,528422,-2.739733,54.648647,3,3,2,1,6,64,4,5320,6,30,1,4,3,6,0,0,1,9,1,0,0,2,1
2.02E+12,349662,494838,-2.775876,54.346597,3,2,2,1,5,65,3,591,1,60,1,4,3,590,0,0,1,1,1,0,0,2,1
2.02E+12,313054,482346,-3.335258,54.229425,3,3,2,2,7,63,3,5093,6,60,3,4,3,595,0,0,1,1,1,0,0,2,2
2.02E+12,315264,526822,-3.314099,54.629396,3,3,1,1,1,60,4,5292,6,60,3,4,4,5289,0,0,1,1,1,0,0,2,1
2.02E+12,334264,542831,-3.023462,54.776075,3,3,1,1,6,60,4,5305,6,60,6,4,4,5299,0,0,1,1,2,4,0,2,2
2.02E+12,336585,556280,-2.99034,54.897214,3,3,2,1,1,62,3,689,1,60,1,4,4,5307,0,0,1,1,1,0,0,2,1
2.02E+12,331624,541453,-3.06417,54.763341,3,3,2,1,5,60,4,5305,6,60,3,4,4,5299,0,0,1,1,1,0,0,2,1
2.02E+12,324194,523481,-3.174941,54.6008,3,3,2,2,3,60,3,66,6,60,3,4,4,5299,0,0,1,1,1,0,0,2,2
2.02E+12,351571,530131,-2.75232,54.663928,3,3,1,1,6,64,3,6,6,30,3,4,3,592,0,0,1,9,1,0,0,1,2
2.02E+12,320886,542014,-3.231163,54.766802,3,2,2,2,3,60,3,595,6,60,3,4,4,5299,0,0,1,9,1,0,0,2,2
2.02E+12,349770,494530,-2.774163,54.34384,3,3,2,1,5,65,3,6,1,60,1,4,3,591,0,0,1,9,1,0,0,2,1
2.02E+12,341091,481113,-2.904999,54.222344,3,2,3,2,7,65,3,590,3,70,3,4,4,5271,0,0,1,1,1,0,0,2,1
2.02E+12,339278,555878,-2.94827,54.893937,3,3,3,2,4,62,4,5307,1,30,1,4,3,595,0,0,1,1,1,0,0,1,1
2.02E+12,300492,528447,-3.543386,54.641296,3,3,2,1,4,60,3,596,6,30,3,2,4,66,0,4,1,9,1,0,0,1,2
2.02E+12,346999,556769,-2.828069,54.902823,3,3,2,1,6,62,3,69,6,40,3,4,4,6263,0,0,1,1,2,0,0,2,1
2.02E+12,353613,482388,-2.713164,54.235092,3,3,2,1,3,65,3,65,1,70,1,4,3,6070,0,0,1,1,1,0,0,2,2
2.02E+12,340011,556996,-2.937077,54.904071,3,3,3,1,6,62,3,5307,1,30,1,4,3,595,0,0,1,1,1,0,0,2,2
2.02E+12,322154,486427,-3.196762,54.267559,3,3,2,1,3,65,3,595,3,70,3,4,5,5009,0,0,1,1,1,0,0,2,1
2.02E+12,300742,511622,-3.533828,54.490198,3,3,2,1,5,63,3,595,6,60,1,4,3,5086,0,0,1,1,1,0,0,2,1
2.02E+12,327469,547096,-3.130143,54.813458,3,3,2,4,6,60,3,595,6,60,3,4,4,5305,0,0,1,1,1,0,0,2,1
2.02E+12,349710,528387,-2.780868,54.648074,3,3,1,1,4,64,3,66,1,60,1,4,3,66,0,0,1,1,1,0,0,2,1
2.02E+12,336926,556686,-2.985112,54.900905,3,3,2,1,2,62,3,689,1,60,1,4,3,689,0,0,1,1,1,0,0,2,1
2.02E+12,325449,548971,-3.162051,54.830007,3,3,1,1,2,60,3,596,6,60,3,4,4,5302,0,0,1,1,1,0,0,2,1
2.02E+12,379491,514298,-2.318375,54.52356,3,3,2,2,1,64,3,66,7,40,5,4,3,685,0,0,1,9,1,0,0,2,2
2.02E+12,354465,560878,-2.712303,54.940482,3,3,2,2,4,62,3,69,6,60,3,4,3,689,0,0,1,1,1,0,0,2,2
2.02E+12,339392,559854,-2.947332,54.929675,3,3,2,1,2,62,3,689,1,60,1,2,3,7,0,0,1,1,1,0,0,2,1
2.02E+12,331791,518905,-3.056303,54.560768,3,3,2,1,5,60,4,5322,6,60,3,4,3,591,0,0,6,1,1,0,0,2,2
2.02E+12,308487,531001,-3.420349,54.665754,3,2,2,1,6,60,3,66,6,60,3,4,5,2170,0,0,4,1,1,0,0,2,1
2.02E+12,331661,482685,-3.049963,54.235296,3,3,2,1,5,65,3,590,1,30,1,4,3,5092,0,0,4,1,1,0,0,2,2
2.02E+12,332299,550548,-3.05581,54.84515,3,3,2,2,6,60,3,595,6,60,6,4,4,5304,0,0,7,4,1,0,0,2,1
2.02E+12,315277,552324,-3.321336,54.858511,3,3,2,2,4,60,4,5302,6,60,6,4,5,2015,0,0,1,1,1,0,0,2,2
2.02E+12,351274,530559,-2.756995,54.667745,3,3,2,2,5,64,3,6,2,30,3,4,3,6,0,1,1,1,1,0,0,1,2
2.02E+12,358044,512864,-2.649502,54.509346,3,3,1,1,7,64,1,6,7,70,5,1,4,6261,0,0,6,3,3,0,0,2,1
2.02E+12,334324,542812,-3.022525,54.775913,3,1,2,1,5,60,4,5305,6,60,6,4,4,5299,0,0,1,9,1,0,0,2,1
2.02E+12,349762,494680,-2.774311,54.345187,3,3,3,3,1,65,3,591,6,30,1,4,3,591,0,0,1,9,1,0,0,2,2
2.02E+12,331739,388982,-3.027946,53.393257,5,3,2,3,1,95,3,553,3,30,6,2,3,5029,0,5,1,2,2,0,0,1,1
2.02E+12,330710,392104,-3.044103,53.42118,5,3,2,1,4,95,4,5143,6,30,3,4,4,5142,0,0,1,1,1,0,0,1,1
2.02E+12,332633,396905,-3.016201,53.464575,5,3,2,1,4,93,3,5036,3,30,1,4,3,565,0,0,4,1,1,0,0,1,1
2.02E+12,339399,391115,-2.913186,53.413362,5,3,2,7,5,91,4,5189,6,30,3,2,3,57,0,0,1,1,1,0,0,1,1
2.02E+12,330700,391081,-3.044028,53.411985,5,3,1,3,5,95,3,5027,6,30,6,2,4,5145,0,5,4,1,1,0,0,1,1
2.02E+12,339304,397418,-2.915832,53.469998,5,3,2,4,1,90,4,5194,6,40,6,2,3,506,0,0,1,1,2,0,0,1,1
2.02E+12,337477,420332,-2.947946,53.675713,5,3,2,1,1,93,3,565,1,30,1,4,3,565,0,0,4,2,2,0,0,1,1
2.02E+12,330202,391097,-3.051522,53.412063,5,2,1,1,2,95,4,5145,6,30,6,2,4,5145,0,5,4,1,1,0,0,1,1
2.02E+12,335766,390998,-2.967811,53.411881,5,3,2,1,3,91,3,580,3,30,5,2,3,5048,0,5,4,1,1,4,0,1,1
2.02E+12,340006,390503,-2.903938,53.407931,5,3,2,1,4,91,3,5080,3,30,9,4,4,5189,0,8,4,1,1,0,0,1,1
2.02E+12,340011,390500,-2.903862,53.407905,5,3,3,4,1,91,3,5080,3,30,3,4,4,5189,0,0,1,2,2,0,0,1,1
2.02E+12,332045,399894,-3.025704,53.491362,5,3,2,2,1,93,4,5193,6,30,3,2,3,565,0,0,4,2,2,0,0,1,1
2.02E+12,333204,415275,-3.01153,53.629738,5,3,2,1,5,93,3,5267,6,30,6,2,4,5208,0,0,1,1,1,0,1,1,1
2.02E+12,340177,390402,-2.901347,53.407043,5,3,2,3,5,91,3,5080,3,40,7,2,3,5058,0,0,4,1,1,0,0,1,1
2.02E+12,333755,394573,-2.998812,53.44376,5,3,2,2,6,93,3,565,3,30,6,2,3,5058,0,5,4,1,1,0,0,1,1
2.02E+12,340290,397859,-2.901064,53.474074,5,3,1,2,4,90,3,506,1,40,1,4,1,57,0,0,1,1,1,0,0,2,1
2.02E+12,331973,389334,-3.024504,53.39645,5,3,2,3,1,95,3,5029,6,30,6,2,3,5030,0,5,1,1,1,0,0,1,1
2.02E+12,336853,399992,-2.953268,53.492842,5,3,2,1,4,93,3,5036,3,40,6,2,1,57,0,0,4,1,2,0,0,2,1
2.02E+12,336558,388609,-2.955416,53.390506,5,3,2,1,7,91,4,5174,6,30,1,4,4,5175,0,0,4,2,2,0,0,1,1
2.02E+12,340169,390397,-2.901466,53.406997,5,3,2,3,7,91,3,5080,3,40,7,2,3,5058,0,8,4,2,2,0,0,1,1
2.02E+12,339609,388325,-2.909492,53.388311,5,3,2,1,2,91,3,562,3,40,1,4,3,5058,0,0,4,1,2,0,0,1,1
2.02E+12,332526,386517,-3.015586,53.371204,5,1,1,2,3,95,4,5136,6,30,6,2,4,5172,0,0,4,1,2,0,0,1,1
2.02E+12,357861,397843,-2.636357,53.475634,5,3,2,1,4,92,3,49,6,30,3,4,3,599,0,0,4,2,2,0,0,2,2
2.02E+12,340415,389337,-2.897566,53.397498,5,3,2,2,6,91,3,5058,3,40,1,4,4,5178,0,0,1,1,1,0,0,1,1
2.02E+12,336845,400003,-2.953391,53.49294,5,3,2,1,1,93,3,5036,3,40,7,2,1,57,0,8,1,1,2,0,0,2,1
2.02E+12,337039,390563,-2.948575,53.408125,5,2,2,2,7,91,3,5089,6,30,6,2,3,5047,0,5,4,2,2,0,0,1,1
2.02E+12,334804,391309,-2.982345,53.414558,5,3,2,1,1,91,3,5053,3,30,3,2,3,59,0,5,4,1,1,0,0,1,2
2.02E+12,337047,390581,-2.948459,53.408288,5,2,1,1,3,91,3,5047,3,30,3,2,4,5173,0,5,4,2,2,0,0,1,1
2.02E+12,328743,391301,-3.073513,53.413701,5,3,2,1,7,95,1,53,1,40,1,4,3,554,0,0,1,1,1,0,0,2,1
2.02E+12,328582,391368,-3.07595,53.414282,5,3,2,3,1,95,3,554,1,40,1,4,3,554,0,0,4,1,2,0,0,2,1
2.02E+12,333076,386706,-3.007361,53.372973,5,3,2,1,3,95,4,5136,6,30,7,2,4,5172,0,5,4,1,1,0,0,1,1
2.02E+12,334778,395104,-2.983523,53.44866,5,3,2,1,7,93,3,5057,6,30,1,4,3,5090,0,0,4,1,2,0,0,1,1
2.02E+12,339845,391293,-2.906511,53.415013,5,2,9,1,4,91,3,57,3,30,6,2,3,5058,0,5,1,1,1,0,0,1,1
2.02E+12,336838,400013,-2.953498,53.493029,5,3,2,2,4,93,3,5036,3,40,6,2,1,57,0,0,4,2,2,0,0,2,1
2.02E+12,335150,400631,-2.979065,53.498378,5,3,2,1,6,93,4,5422,6,50,6,2,3,5758,0,0,1,1,1,0,0,2,1
2.02E+12,336837,400049,-2.953521,53.493353,5,3,2,1,7,93,3,5036,3,40,6,2,1,57,0,0,4,2,2,0,0,2,1
2.02E+12,347925,391951,-2.785067,53.421788,5,3,2,1,5,90,4,5201,6,30,3,2,3,57,0,5,7,9,1,0,0,1,2
2.02E+12,333079,386699,-3.007315,53.37291,5,3,2,1,2,95,4,5136,6,30,6,2,4,5172,0,5,4,1,1,0,0,1,1
2.02E+12,340450,389284,-2.89703,53.397026,5,3,2,1,6,91,3,5058,1,40,1,4,4,5178,0,0,1,2,2,0,0,1,1
2.02E+12,347259,397065,-2.795947,53.467684,5,2,2,2,6,92,4,5203,6,60,3,4,3,580,0,0,1,1,1,0,0,2,1
2.02E+12,334182,396214,-2.992728,53.458561,5,3,2,1,4,93,3,566,1,30,1,4,3,567,0,0,1,1,1,0,0,1,1
2.02E+12,337935,395211,-2.936016,53.450004,5,3,1,1,2,91,3,580,3,40,6,2,4,5187,0,5,1,1,1,0,0,1,1
2.02E+12,337467,420281,-2.948088,53.675254,5,3,2,1,5,93,4,5244,6,30,1,4,3,565,0,0,1,1,2,0,0,1,1
2.02E+12,334644,396376,-2.985805,53.460075,5,3,2,1,5,93,3,566,3,30,3,2,3,5090,0,5,1,1,1,0,0,1,1
2.02E+12,353480,389210,-2.701081,53.397672,5,3,2,1,1,92,3,569,6,30,3,4,3,57,0,0,1,1,1,0,0,2,1
2.02E+12,330190,391106,-3.051705,53.412143,5,3,2,1,2,95,3,5058,6,30,6,2,4,5145,0,0,1,1,1,0,0,1,1
2.02E+12,334087,390178,-2.992894,53.404304,5,1,2,2,3,91,3,5036,3,30,6,2,3,5039,0,5,1,1,1,0,0,1,1
2.02E+12,338551,389609,-2.925648,53.399729,5,3,1,1,4,91,4,5178,6,30,3,2,4,5179,0,0,1,1,1,0,0,1,1
2.02E+12,335926,415660,-2.970457,53.633539,5,3,2,1,1,93,4,5276,6,30,1,4,3,570,0,0,1,1,1,0,0,1,2
2.02E+12,335323,390717,-2.974416,53.409301,5,3,1,1,3,91,3,5047,6,30,6,2,4,5186,0,0,4,1,2,0,0,1,1
2.02E+12,341957,386413,-2.87384,53.371391,5,3,2,1,6,91,3,562,3,40,3,2,4,5171,0,0,1,1,2,0,0,1,1
2.02E+12,328744,391315,-3.073502,53.413827,5,2,2,3,5,95,3,5139,1,40,1,4,1,53,0,0,1,2,2,0,0,2,1
2.02E+12,341708,396369,-2.879426,53.460842,5,3,2,2,5,90,3,580,3,50,1,4,1,57,0,0,1,1,2,0,0,2,1
2.02E+12,336906,400142,-2.9525,53.494197,5,3,3,1,4,93,3,5758,3,40,3,2,3,59,0,0,1,1,2,0,0,2,1
2.02E+12,336536,394580,-2.956951,53.444166,5,3,1,2,3,91,3,5058,3,30,6,2,3,580,0,5,1,1,1,0,0,1,1
2.02E+12,350705,395337,-2.74377,53.452488,5,3,2,2,4,92,3,570,6,30,1,4,3,58,0,-1,1,1,1,-1,0,1,2
2.02E+12,358146,397358,-2.631999,53.471298,5,3,2,1,4,92,3,580,3,40,1,2,3,49,0,0,1,1,1,0,0,2,1
2.02E+12,331145,390338,-3.037173,53.405366,5,3,2,1,7,95,3,5027,6,30,6,2,3,5139,0,5,1,1,1,0,0,1,1
2.02E+12,340680,384454,-2.892663,53.353642,5,3,2,1,2,91,3,561,3,30,6,2,4,5171,0,0,1,1,1,0,0,1,1
